word,meaning,word_type,last_sound,can_combine
ಅಗಸನಕಟ್ಟೆ,TODO,noun,ಎ,yes
ಭಕ್ತಾದಿಗಳಿಗೆ,TODO,noun,ಎ,yes
ವಿವರಿಸಿದ,TODO,noun,ಅ,yes
ವಾಸ್ತುಶಿಲ್ಪವನ್ನು,TODO,noun,ಉ,yes
ಒಬ್ಬರೆನ್ನುವುದು,TODO,noun,ಉ,yes
ಮುಖ,TODO,noun,ಅ,yes
ಪಿರಂಗಿ,TODO,noun,ಇ,yes
ವರಕವಿ,TODO,noun,ಇ,yes
ಇತ್ತೀಚೆಗೆ,TODO,noun,ಎ,yes
ಮೀಮಾಂಸೆಯನ್ನು,TODO,noun,ಉ,yes
ಚಂಡಿ,TODO,noun,ಇ,yes
ಪ್ರಕಾರ,TODO,noun,ಅ,yes
ವಿಶ್ರಮಿಸುವ,TODO,noun,ಅ,yes
ಭಾವಸಮಾಧಿಯಲ್ಲಿ,TODO,noun,ಇ,yes
ಶತಮಾನಗಳ,TODO,noun,ಅ,yes
ತಾರತಮ್ಯದ,TODO,noun,ಅ,yes
ನೋಟ,TODO,noun,ಅ,yes
ಕಟ್ಟಡಗಳಿಂದ,TODO,noun,ಅ,yes
ಕಲಾ,TODO,noun,ಆ,yes
ಪುಟ್ಟಪ್ಪನವರಿಗೆ,TODO,noun,ಎ,yes
ಕೆತ್ತಲ್ಪಟ್ಟಿದ್ದು,TODO,noun,ಉ,yes
ಯುದ್ಧ,TODO,noun,ಅ,yes
ಕಾವ್ಯದಲ್ಲಿ,TODO,noun,ಇ,yes
ಧಾಳಿ,TODO,noun,ಇ,yes
ಸೋಪು,TODO,noun,ಉ,yes
ಸೂತ್ರವೂ,TODO,noun,ಊ,yes
ಪಡೆಯಿತು,TODO,noun,ಉ,yes
ಸಂಖ್ಯೆ,TODO,noun,ಎ,yes
ಜನಸಂಖ್ಯೆಯನ್ನು,TODO,noun,ಉ,yes
ಮಾತ್ರವಿದ್ದು,TODO,noun,ಉ,yes
ಕಾಲಾನಂತರದಲ್ಲಿ,TODO,noun,ಇ,yes
ನಿಲ್ಲುವಂತೆ,TODO,noun,ಎ,yes
ಕಾಣಿಸಿಕೊಂಡಿತು,TODO,noun,ಉ,yes
ಸಾಹಿತ್ಯಲೋಕದಲ್ಲಿ,TODO,noun,ಇ,yes
ರಾಜ್ಯವೊಂದು,TODO,noun,ಉ,yes
ಕಥೆ,TODO,noun,ಎ,yes
ಇಂದಿಗೂ,TODO,noun,ಊ,yes
ಸಿದ್ಧಿ,TODO,noun,ಇ,yes
ವಿರಳ,TODO,noun,ಅ,yes
ವ್ಯಾಪರಿಯೊಬ್ಬನು,TODO,noun,ಉ,yes
ನಿರ್ಮಿಸಲಾದ,TODO,noun,ಅ,yes
ಕಾರಣ,TODO,noun,ಅ,yes
ಇತಿಹಾಸದ,TODO,noun,ಅ,yes
ಕುರುಂಬ,TODO,noun,ಅ,yes
ಮಹಲುಗಳನ್ನು,TODO,noun,ಉ,yes
ಕಲಿಯುಗ,TODO,noun,ಅ,yes
ಬೆಳಿಗ್ಗೆ,TODO,noun,ಎ,yes
ನೀವು,TODO,noun,ಉ,yes
ವೈದ್ಯನಾಥೇಶ್ವರ,TODO,noun,ಅ,yes
ಬೇಸಿಗೆ,TODO,noun,ಎ,yes
ನೀಡಿರುವ,TODO,noun,ಅ,yes
ವೆಂಕಟಪ್ಪ,TODO,noun,ಅ,yes
ಸುತ್ತಮುತ್ತಲ,TODO,noun,ಅ,yes
ಭಾಷೆಗಳಲ್ಲಿ,TODO,noun,ಇ,yes
ಪ್ರಶಸ್ತಿಗಳನ್ನು,TODO,noun,ಉ,yes
ಈಶಾನ್ಯ,TODO,noun,ಅ,yes
ಚಿತ್ರಿಸಿದ,TODO,noun,ಅ,yes
ನೀಡಿದಾಗ,TODO,noun,ಅ,yes
ವಿಲಾಸ,TODO,noun,ಅ,yes
ಹಂಪಿಗಿಂತಲೂ,TODO,noun,ಊ,yes
ಹಲವರು,TODO,noun,ಉ,yes
ರೀತಿಯಲ್ಲಿ,TODO,noun,ಇ,yes
ವೇಣುಗೋಪಾಲ,TODO,noun,ಅ,yes
ಹೊಂದುತ್ತಾರೆ,TODO,noun,ಎ,yes
ಕಾಣಬಹುದು,TODO,noun,ಉ,yes
ಪ್ರವೇಶಕ್ಕೆ,TODO,noun,ಎ,yes
ಅದು,TODO,noun,ಉ,yes
ಆಕರ್ಷಣೆ,TODO,noun,ಎ,yes
ಅದರಲ್ಲಿ,TODO,noun,ಇ,yes
ಹೆಬ್ಬಾಳು,TODO,noun,ಉ,yes
ಕೊನೆಯದಾಗಿ,TODO,noun,ಇ,yes
ಸೇಂಟ್,TODO,noun,ಟ,yes
೧೧,TODO,noun,ಅ,yes
ಅಂಶಿ,TODO,noun,ಇ,yes
ಅಧ್ವರ್ಯುಗಳಲ್ಲಿ,TODO,noun,ಇ,yes
ಶಾಸ್ತ್ರೀಯ,TODO,noun,ಅ,yes
ಗೋಪುರಗಳಾಗಿ,TODO,noun,ಇ,yes
ವರ್ತನೆಯನ್ನು,TODO,noun,ಉ,yes
ಸ್ಥಳವಾಗಿತ್ತು,TODO,noun,ಉ,yes
ಆಳ್ವಿಕೆಯಲ್ಲಿ,TODO,noun,ಇ,yes
ಕಳೆದಂತೆ,TODO,noun,ಎ,yes
ಸಾಮ್ರಾಜ್ಯಗಳಿಂದ,TODO,noun,ಅ,yes
ದಡದಲ್ಲಿದೆ,TODO,noun,ಎ,yes
ವಾಣಿಯಲ್ಲ,TODO,noun,ಅ,yes
ಕೀರ್ತಿನಾಥ,TODO,noun,ಅ,yes
ಬೆಳಗಾವಿ,TODO,noun,ಇ,yes
ಆಚಾರ,TODO,noun,ಅ,yes
ಆಕೆಗೆ,TODO,noun,ಎ,yes
ಸುಖ,TODO,noun,ಅ,yes
ರಾಜ್ಯವಾಗಿತ್ತು,TODO,noun,ಉ,yes
ಸಂದೇಶ,TODO,noun,ಅ,yes
ಕೂಡ,TODO,noun,ಅ,yes
ಹಂಪಿಯು,TODO,noun,ಉ,yes
ಭಾಷೆಯಲ್ಲಿ,TODO,noun,ಇ,yes
ವಿಶ್ವವಿದ್ಯಾನಿಲಯವನ್ನು,TODO,noun,ಉ,yes
ವಿಶೇಷತೆಯಾಗಿದೆ,TODO,noun,ಎ,yes
ಸ್ಥಾನ,TODO,noun,ಅ,yes
ಅತ್ಯಂತ,TODO,noun,ಅ,yes
೭ಮೀ,TODO,noun,ಈ,yes
ದಿಕ್ಕಿನಲ್ಲಿ,TODO,noun,ಇ,yes
ವರ್ಷಗಳ,TODO,noun,ಅ,yes
ಪ್ರೇಕ್ಷಣಿಯ,TODO,noun,ಅ,yes
ರಥ,TODO,noun,ಅ,yes
ದಾರಿ,TODO,noun,ಇ,yes
ರೈಲು,TODO,noun,ಉ,yes
ಇನ್ನೂ,TODO,noun,ಊ,yes
ಅಲಂಕರಿಸದ,TODO,noun,ಅ,yes
ಹೆಚ್ಚಿನ,TODO,noun,ಅ,yes
ಅವರನ್ನು,TODO,noun,ಉ,yes
ದೇಗುಲ,TODO,noun,ಅ,yes
ಆಯಿತು,TODO,noun,ಉ,yes
ಪೂಜಿಸುವಂತೆ,TODO,noun,ಎ,yes
ರಾಜಧಾನಿಯಾದ,TODO,noun,ಅ,yes
ವಿಂಗಡಿಸಲಾಗಿದೆ,TODO,noun,ಎ,yes
ಇಲ್ಲಿರುವ,TODO,noun,ಅ,yes
೨೬೮,TODO,noun,ಅ,yes
ತೊಟ್ಟಿಲು,TODO,noun,ಉ,yes
ದಲ್ಲಿ,TODO,noun,ಇ,yes
ಪಡೆದವರು,TODO,noun,ಉ,yes
ಪೂಜೆ,TODO,noun,ಎ,yes
ಪ್ರಾಚಿನ,TODO,noun,ಅ,yes
ಸ್ಥಳವಾದ,TODO,noun,ಅ,yes
ಕಲಾವಿದರ,TODO,noun,ಅ,yes
ಕರಾವಳಿ,TODO,noun,ಇ,yes
ಬಂದಿವೆ,TODO,noun,ಎ,yes
ರಾಜಧಾನಿಯಾಗಿತ್ತು,TODO,noun,ಉ,yes
ಜನಗಣತಿಯಂತೆ,TODO,noun,ಎ,yes
ರಾಜ್ಯಗಳಲ್ಲಿ,TODO,noun,ಇ,yes
ಉಪಯೋಗಿಸುವ,TODO,noun,ಅ,yes
ಷೋಡಶಿ,TODO,noun,ಇ,yes
ಕೂಸಾದ,TODO,noun,ಅ,yes
ಜನಮನವನ್ನು,TODO,noun,ಉ,yes
ಚಿತ್ರಕೃತಿಗಳನ್ನು,TODO,noun,ಉ,yes
ಮನಸೂರೆಗೊಳಿಸುತ್ತದೆ,TODO,noun,ಎ,yes
ಕಾವ್ಯವು,TODO,noun,ಉ,yes
ದೇವತೆಯ,TODO,noun,ಅ,yes
ಮೃದು,TODO,noun,ಉ,yes
ಒಳಗೊಂಡಿದ್ದು,TODO,noun,ಉ,yes
ಕಾಳುಗಳನ್ನು,TODO,noun,ಉ,yes
ಮೊದಲ,TODO,noun,ಅ,yes
ಆಕೆಯನ್ನು,TODO,noun,ಉ,yes
ಸ್ಫಟಿಕ,TODO,noun,ಅ,yes
ಗಳಿಂದ,TODO,noun,ಅ,yes
ಬೌದ್ಧಿಕ,TODO,noun,ಅ,yes
ಬಂದೇನವಾಜ್,TODO,noun,ಜ,yes
ಪಡೆಯುವುದು,TODO,noun,ಉ,yes
ಮುಂತಾದವುಗಳು,TODO,noun,ಉ,yes
ಸೂಚಿಸುತ್ತದೆ,TODO,noun,ಎ,yes
ಅದ್ಭುತ,TODO,noun,ಅ,yes
ಕನ್ನಡಿಯಾಗಿ,TODO,noun,ಇ,yes
ಕಾವ್ಯಮೀಮಾಂಸೆಯ,TODO,noun,ಅ,yes
ವಿಮಾನ,TODO,noun,ಅ,yes
ಆಸ್ಟ್ರೇಲಿಯಾದಲ್ಲಿ,TODO,noun,ಇ,yes
ಯುದ್ಧದಲ್ಲಿ,TODO,noun,ಇ,yes
ಆದರೆ,TODO,noun,ಎ,yes
ಮಾರ್ಗದಿಂದ,TODO,noun,ಅ,yes
ಮೇರು,TODO,noun,ಉ,yes
ಸ್ಥಳವಾಗಿದೆ,TODO,noun,ಎ,yes
ಇವರಷ್ಟು,TODO,noun,ಉ,yes
ವಿಸ್ತೀರ್ಣ,TODO,noun,ಅ,yes
ಜನರಂತೆ,TODO,noun,ಎ,yes
ಕೆತ್ತಲಾಗಿರುವ,TODO,noun,ಅ,yes
ತಿಂಡಿ,TODO,noun,ಇ,yes
ಸುತ್ತುವರಿಯಲ್ಪಟ್ಟಿದೆ,TODO,noun,ಎ,yes
ಅವತಾರ,TODO,noun,ಅ,yes
ಅಂತ್ಯಸಂಸ್ಕಾರವನ್ನು,TODO,noun,ಉ,yes
ಕಾಳು,TODO,noun,ಉ,yes
ಎತ್ತರವುಳ್ಳ,TODO,noun,ಅ,yes
ಬಗ್ಗೆ,TODO,noun,ಎ,yes
ಮಾಧ್ಯಮಿಕ,TODO,noun,ಅ,yes
ಇಂಥ,TODO,noun,ಅ,yes
ಬದುಕಿಗೊಂದು,TODO,noun,ಉ,yes
ಕಟ್ಟಲಾದ,TODO,noun,ಅ,yes
ನಿರ್ಮಿಸಲಾಯಿತು,TODO,noun,ಉ,yes
ಭಾರತದ,TODO,noun,ಅ,yes
ಕಾಲೇಜು,TODO,noun,ಉ,yes
೨೧,TODO,noun,ಅ,yes
ವಿಷಯಗಳಿಗೂ,TODO,noun,ಊ,yes
೨೫೪,TODO,noun,ಅ,yes
ತಿರುಮಕೂಡಲಿನಲ್ಲಿದ್ದು,TODO,noun,ಉ,yes
ಮಾನದಂಡದಿಂದ,TODO,noun,ಅ,yes
ಹೋಟೆಲ್,TODO,noun,ಲ,yes
ಅರಕೇಶ್ವರ,TODO,noun,ಅ,yes
ಹಿಂದೆ,TODO,noun,ಎ,yes
ಹಂಪಿ,TODO,noun,ಇ,yes
ಉಪಭಾಷೆಗಳಾದ,TODO,noun,ಅ,yes
ಕಾದಂಬರಿಗಳಾದ,TODO,noun,ಅ,yes
ಬೆಂಗಳೂರು,TODO,noun,ಉ,yes
ಸರಾಸರಿ,TODO,noun,ಇ,yes
ಚನ್ನಬಸವೇಶ್ವರ,TODO,noun,ಅ,yes
ಕಟ್ಟಲಾರಂಭಿಸಿ,TODO,noun,ಇ,yes
ಮಹಿಳೆಯ,TODO,noun,ಅ,yes
ಗೋಲಗುಮ್ಮಟ,TODO,noun,ಅ,yes
ತುಮಕೂರು,TODO,noun,ಉ,yes
ವಾಸಸ್ಥಾನ,TODO,noun,ಅ,yes
ವೈಷ್ಣವ,TODO,noun,ಅ,yes
ಸರಿದೂಗಿಸಲು,TODO,noun,ಉ,yes
ಪ್ರಕಾರವಿಲ್ಲ,TODO,noun,ಅ,yes
ಜಿಲ್ಲಾ,TODO,noun,ಆ,yes
ಪಟ್ಟಣ,TODO,noun,ಅ,yes
ಇವೆ,TODO,noun,ಎ,yes
ನೆಲೆ,TODO,noun,ಎ,yes
ನಿರೀಕ್ಷಣಾ,TODO,noun,ಆ,yes
ಭಾಷಾ,TODO,noun,ಆ,yes
ಇಂಜಿನ್,TODO,noun,ನ,yes
ಕಾದಂಬರಿಕಾರರ,TODO,noun,ಅ,yes
ಮಹಿಷನನ್ನು,TODO,noun,ಉ,yes
ಪ್ರಾದೇಶಿಕ,TODO,noun,ಅ,yes
ಅಧಿದೇವತೆ,TODO,noun,ಎ,yes
ಚೆನ್ನಕೇಶವ,TODO,noun,ಅ,yes
ಸೋಮನಾಥಪುರದಲ್ಲಿ,TODO,noun,ಇ,yes
ಸಂಗಮ,TODO,noun,ಅ,yes
ಮೀ,TODO,noun,ಈ,yes
ಗುರಿ,TODO,noun,ಇ,yes
ಅಡ್ಡಲಾಗಿ,TODO,noun,ಇ,yes
ಕಣ್ಣೀರನ್ನು,TODO,noun,ಉ,yes
ಜಗದ,TODO,noun,ಅ,yes
ಪಶ್ಚಿಮದಲ್ಲಿ,TODO,noun,ಇ,yes
ಹೊಸಪೇಟೆಯ,TODO,noun,ಅ,yes
ಸೇರಿಸಲಾಯಿತು,TODO,noun,ಉ,yes
ಕಿಂಡಿಗಳಿದ್ದು,TODO,noun,ಉ,yes
ಆಯಾಮಗಳನ್ನು,TODO,noun,ಉ,yes
ಇನ್ನೊಂದು,TODO,noun,ಉ,yes
ಸಾಮ್ರಾಜ್ಯದ,TODO,noun,ಅ,yes
ಜೀವದ,TODO,noun,ಅ,yes
ಮಹಿಷಾಸುರನು,TODO,noun,ಉ,yes
ಅಶೋಕಪುರಂ,TODO,noun,ಂ,yes
ಕಲ್ಪನೆಗಳನ್ನು,TODO,noun,ಉ,yes
ಮರೆಮಾಚಿಲ್ಲ,TODO,noun,ಅ,yes
ಪುನರುತ್ಥಾನದ,TODO,noun,ಅ,yes
ಸಪ್ತಮಾತೃಕೆಯರಲ್ಲಿ,TODO,noun,ಇ,yes
ಧರ್ಮಗಳ,TODO,noun,ಅ,yes
ಧೋರಣೆಯ,TODO,noun,ಅ,yes
ಯೊಂದಿಗೆ,TODO,noun,ಎ,yes
ಕಟ್ಟಿಗೆ,TODO,noun,ಎ,yes
ಚಂಡ,TODO,noun,ಅ,yes
ಉಗಮವಾಯಿತು,TODO,noun,ಉ,yes
ಜಗತ್ತಿನಲ್ಲೇ,TODO,noun,ಏ,yes
ತದನಂತರ,TODO,noun,ಅ,yes
ವಿಶಿಷ್ಟ,TODO,noun,ಅ,yes
ಅರಮನೆಗಳಲ್ಲಿ,TODO,noun,ಇ,yes
ನಗರವೆಂಬ,TODO,noun,ಅ,yes
ಪೂರ್ವದಲ್ಲಿ,TODO,noun,ಇ,yes
ಜಗನ್ಮೋಹನ,TODO,noun,ಅ,yes
ದಂತ,TODO,noun,ಅ,yes
ಪ್ರತಿಬಿಂಬಿಸುವ,TODO,noun,ಅ,yes
ಕನ್ನಡಕ್ಕೆ,TODO,noun,ಎ,yes
ಸಮರ್ಪಿಸಲಾಗಿದೆ,TODO,noun,ಎ,yes
ಭಾಷಿಗರು,TODO,noun,ಉ,yes
ಅತೀತ,TODO,noun,ಅ,yes
ವೈಶಿಷ್ಟ್ಯ,TODO,noun,ಅ,yes
ಶತಮಾನದಲ್ಲಿ,TODO,noun,ಇ,yes
ಆಡಳಿತ,TODO,noun,ಅ,yes
ಆರ್ಕಿಯನ್,TODO,noun,ನ,yes
ಇಂದು,TODO,noun,ಉ,yes
ಮೂರ್ತಿ,TODO,noun,ಇ,yes
ಕೃಷ್ಣಮೂರ್ತಿ,TODO,noun,ಇ,yes
ಬ್ರಿಡ್ಜ್,TODO,noun,ಜ,yes
ನಾಯಕ,TODO,noun,ಅ,yes
ಪ್ರಾಂಶುಪಾಲರೂ,TODO,noun,ಊ,yes
ನಗ್ನ,TODO,noun,ಅ,yes
ದಿನವು,TODO,noun,ಉ,yes
ವಿರೂಪಾಕ್ಷ,TODO,noun,ಅ,yes
ಗೋಪುರಗಳು,TODO,noun,ಉ,yes
ಶ್ವಾಸಕೋಶಗಳ,TODO,noun,ಅ,yes
ಕಾಮ್ಮೊನ್,TODO,noun,ನ,yes
ಪಡೆದಿದ್ದಾರೆ,TODO,noun,ಎ,yes
ಆಧಾರದ,TODO,noun,ಅ,yes
ಮೆಟ್ಟಿಲ,TODO,noun,ಅ,yes
ದಕ್ಷಿಣಾತ್ಯ,TODO,noun,ಅ,yes
ಮಹಾಕವಿಗಳಾಗಿ,TODO,noun,ಇ,yes
ಹಿಡಿತಕ್ಕೆ,TODO,noun,ಎ,yes
ಬರುತ್ತದೆ,TODO,noun,ಎ,yes
ನಮ್ಮ,TODO,noun,ಅ,yes
ಕವಿಗಳಿಂದ,TODO,noun,ಅ,yes
ಕುಟುಂಬದ,TODO,noun,ಅ,yes
ತಾಳಿಕೋಟೆಯ,TODO,noun,ಅ,yes
ಸಿರಿವಂತಗೊಳಿಸಿದ,TODO,noun,ಅ,yes
ವಿಚಾರಶಕ್ತಿಯನ್ನು,TODO,noun,ಉ,yes
ನಿರ್ಮಿತವಾಗಿದ್ದು,TODO,noun,ಉ,yes
ದೇವಿಯೆಂದು,TODO,noun,ಉ,yes
ಚೆಲುವಾಂಬ,TODO,noun,ಅ,yes
ಹೊಟ್ಟೆಗೆ,TODO,noun,ಎ,yes
ಕಟ್ಟಡವನ್ನು,TODO,noun,ಉ,yes
ದೃಶ್ಯಗಳನ್ನು,TODO,noun,ಉ,yes
ರವರ,TODO,noun,ಅ,yes
ಮಾಡಲಾಗುತ್ತದೆ,TODO,noun,ಎ,yes
ಗಂಗ,TODO,noun,ಅ,yes
ಶುಕ್ಲಪಕ್ಷದ,TODO,noun,ಅ,yes
ಪ್ರಕಾರದಲ್ಲಿ,TODO,noun,ಇ,yes
ಪ್ರದರ್ಶನ,TODO,noun,ಅ,yes
ಪ್ರವಾಸೋದ್ಯಮ,TODO,noun,ಅ,yes
ಸಮೂಹದಲ್ಲಿ,TODO,noun,ಇ,yes
ವಿಮೋಚನಾ,TODO,noun,ಆ,yes
ಮದ್ರಾಸ್,TODO,noun,ಸ,yes
ಘಟನೆಗಳ,TODO,noun,ಅ,yes
ಪೂರ್ವಕ್ಕೆ,TODO,noun,ಎ,yes
ಸಾಂಸ್ಕೃತಿಕ,TODO,noun,ಅ,yes
ಕೋಟ್ಯಂತರ,TODO,noun,ಅ,yes
ಕಾಲುವೆಗಳ,TODO,noun,ಅ,yes
ಅರಮನೆಯಾಗಿತ್ತು,TODO,noun,ಉ,yes
ನರಸಿಂಹಾಚಾರ್,TODO,noun,ರ,yes
ಸಣ್ಣ,TODO,noun,ಅ,yes
ಚದರ,TODO,noun,ಅ,yes
ಮಾಧ್ಯಮದ,TODO,noun,ಅ,yes
ದೇವಾಲಯವಾಗಿದೆ,TODO,noun,ಎ,yes
ಇವತ್ತಿಗೂ,TODO,noun,ಊ,yes
ಕರೆಯಲಾಗುತ್ತಿತು,TODO,noun,ಉ,yes
ಜನಪ್ರಿಯಗೊಳಿಸಿ,TODO,noun,ಇ,yes
ನೊಂದಿಗೆ,TODO,noun,ಎ,yes
ಪ್ರದೇಶಗಳಲ್ಲಿ,TODO,noun,ಇ,yes
ತಂದೆ,TODO,noun,ಎ,yes
ಪುರದಮಠದ,TODO,noun,ಅ,yes
ಗಂಧದ,TODO,noun,ಅ,yes
ಅನೆ,TODO,noun,ಎ,yes
ಸಮಾಧಿ,TODO,noun,ಇ,yes
ಒಂಟಿಕೊಪ್ಪಲು,TODO,noun,ಉ,yes
ಪ್ರವಾಸಿಸುವಾಗ,TODO,noun,ಅ,yes
ನಗರದಲ್ಲಿ,TODO,noun,ಇ,yes
ಜೀವಿ,TODO,noun,ಇ,yes
ಮಾದರಿಗಳನ್ನು,TODO,noun,ಉ,yes
ನಿರ್ಮಿಸಲು,TODO,noun,ಉ,yes
ಭಾಗದ,TODO,noun,ಅ,yes
ಕಾಲದಲ್ಲಿ,TODO,noun,ಇ,yes
ಬಣ್ಣಾರಿಯಮ್ಮ,TODO,noun,ಅ,yes
ಮಹಾರಾಷ್ಟ್ರದಿಂದ,TODO,noun,ಅ,yes
ಕುಟುಂಬವತ್ಸಲರು,TODO,noun,ಉ,yes
ವಾಯುವ್ಯ,TODO,noun,ಅ,yes
ಭಾನುವಾರ,TODO,noun,ಅ,yes
ನಿರ್ಧರಿಸಿದ,TODO,noun,ಅ,yes
ನಿಸರ್ಗದ,TODO,noun,ಅ,yes
ಸಂಗತಿ,TODO,noun,ಇ,yes
ರಾಣಿಯರ,TODO,noun,ಅ,yes
ವಿಗ್ರಹಗಳನ್ನು,TODO,noun,ಉ,yes
ಸೌಂದರ್ಯ,TODO,noun,ಅ,yes
ಸದಾಕಾಲ,TODO,noun,ಅ,yes
ಕುಮಾರವ್ಯಾಸ,TODO,noun,ಅ,yes
ವೀರಭಾವ,TODO,noun,ಅ,yes
ತಿರುಮಕೂಡಲು,TODO,noun,ಉ,yes
ಇಡೀ,TODO,noun,ಈ,yes
ಮಾಂತ್ರಿಕ,TODO,noun,ಅ,yes
ಬಸವಣ್ಣ,TODO,noun,ಅ,yes
ರೈಲ್ವೇ,TODO,noun,ಏ,yes
ಎಲಿಫಂಟ್,TODO,noun,ಟ,yes
ಅಡಿಯ,TODO,noun,ಅ,yes
ಇಂದೆ,TODO,noun,ಎ,yes
ಲೇಖನಿ,TODO,noun,ಇ,yes
ಜಿಲ್ಲೆಗಳಲ್ಲಿ,TODO,noun,ಇ,yes
ದರ್ಶನಂ,TODO,noun,ಂ,yes
ಸದ್ಯ,TODO,noun,ಅ,yes
ಕುರ್ತಕೋಟಿ,TODO,noun,ಇ,yes
ಬೀದಿಯಲ್ಲಿ,TODO,noun,ಇ,yes
೧೯೫೬,TODO,noun,ಅ,yes
ದರ್ಶನದ,TODO,noun,ಅ,yes
ಎತ್ತರವನ್ನು,TODO,noun,ಉ,yes
ರಾಜ್ಯಗಳಲ್ಲಿನ,TODO,noun,ಅ,yes
ಪರಿಗಣಿಸಿದಾಗ,TODO,noun,ಅ,yes
ಬೇಕು,TODO,noun,ಉ,yes
ಸಂಕೀರ್ಣದಿಂದ,TODO,noun,ಅ,yes
ರಚನಾ,TODO,noun,ಆ,yes
ವಿಗ್ರಹವು,TODO,noun,ಉ,yes
ಯುಗಧರ್ಮ,TODO,noun,ಅ,yes
ತುಂಗಭದ್ರಾ,TODO,noun,ಆ,yes
ಜಾತಿಯ,TODO,noun,ಅ,yes
ಮಿಡಿದಿದೆ,TODO,noun,ಎ,yes
ಕಾಪಾಡುವ,TODO,noun,ಅ,yes
ನೈಋತ್ಯದಲ್ಲಿ,TODO,noun,ಇ,yes
ಭಾರತದಲ್ಲಿನ,TODO,noun,ಅ,yes
ದುಷ್ಟ,TODO,noun,ಅ,yes
ಗ್ರಹಿಸಿದ,TODO,noun,ಅ,yes
ದಾಳಿ,TODO,noun,ಇ,yes
ಅಲಂಕೃತ,TODO,noun,ಅ,yes
ಸಾಮರ್ಥ್ಯವನ್ನು,TODO,noun,ಉ,yes
ಪೂಜಿಸಲಾಗುತ್ತದೆ,TODO,noun,ಎ,yes
ಲಕ್ಷ್ಮಣ,TODO,noun,ಅ,yes
ಎಂದೆನಿಸಿ,TODO,noun,ಇ,yes
ಜನಪ್ರೀಯವಾದ,TODO,noun,ಅ,yes
ಭಕ್ತನು,TODO,noun,ಉ,yes
ಕಂಬಗಳು,TODO,noun,ಉ,yes
ಬೆಟ್ಟವನ್ನು,TODO,noun,ಉ,yes
ಜೀವನಚರಿತ್ರೆ,TODO,noun,ಎ,yes
ತೀರ್ಥಹಳ್ಳಿಯಲ್ಲಿ,TODO,noun,ಇ,yes
ವ್ಯಕ್ತಿ,TODO,noun,ಇ,yes
ಒಂದೇ,TODO,noun,ಏ,yes
ಕವಿಗೆ,TODO,noun,ಎ,yes
ನಯಿಸ್,TODO,noun,ಸ,yes
ಮಾಡಲಾಗಿಲ್ಲ,TODO,noun,ಅ,yes
ಹಲವಾರು,TODO,noun,ಉ,yes
ಬಾಯಲ್ಲಿ,TODO,noun,ಇ,yes
ವಜ್ರಾಭರಣಗಳನ್ನು,TODO,noun,ಉ,yes
ನಡೆಯುತ್ತಿದ್ದ,TODO,noun,ಅ,yes
ಸ್ತ್ರೀ,TODO,noun,ಈ,yes
ಪಾಶವನ್ನು,TODO,noun,ಉ,yes
ಎತ್ತರವಿರುವ,TODO,noun,ಅ,yes
ಟಿ,TODO,noun,ಇ,yes
ನೀಡಿದ್ದಾರೆ,TODO,noun,ಎ,yes
ಅವಶ್ಯಕತೆ,TODO,noun,ಎ,yes
ಕಲ್ಲಿನ,TODO,noun,ಅ,yes
ಗ್ಯಾಲರಿಯ,TODO,noun,ಅ,yes
ಇಂಜಿನಿಯರ್,TODO,noun,ರ,yes
ಕೃಷ್ಣದೇವರಾಯರಿಂದ,TODO,noun,ಅ,yes
ಕೆಲವು,TODO,noun,ಉ,yes
ಕಡೆ,TODO,noun,ಎ,yes
ಪಾಠಶಾಲೆ,TODO,noun,ಎ,yes
ಕಾರಂಜಿ,TODO,noun,ಇ,yes
ನಾಟಕಗಳಿಗೆ,TODO,noun,ಎ,yes
ಲಾಸ್ಟ್,TODO,noun,ಟ,yes
ಗಣೇಶ,TODO,noun,ಅ,yes
ಕೊನೆಗೆ,TODO,noun,ಎ,yes
ಅತ್ಯುತ್ತಮವಾದ,TODO,noun,ಅ,yes
ಸಾಲಿನಲ್ಲಿ,TODO,noun,ಇ,yes
ಶತಮಾನ್,TODO,noun,ನ,yes
ವನ್ನು,TODO,noun,ಉ,yes
ಎನ್ನುತ್ತದೆ,TODO,noun,ಎ,yes
ರಾಜಧಾನಿ,TODO,noun,ಇ,yes
ಅಷ್ಟದುರ್ಗೆಯರ,TODO,noun,ಅ,yes
ಜಯಲಕ್ಷ್ಮಿಪುರಂ,TODO,noun,ಂ,yes
ವಾತಾವರಣವನ್ನು,TODO,noun,ಉ,yes
ಪ್ರದೇಶವನ್ನು,TODO,noun,ಉ,yes
ಸಾಮ್ರಾಜ್ಯದಿಂದ,TODO,noun,ಅ,yes
ಸಂಪರ್ಕ,TODO,noun,ಅ,yes
ಪ್ರತಿಭೆ,TODO,noun,ಎ,yes
ಅವಳನ್ನು,TODO,noun,ಉ,yes
ಮಾನವ,TODO,noun,ಅ,yes
ಕಾರಿಡಾರ್,TODO,noun,ರ,yes
ಹೊದಿಕೆಗಳನ್ನು,TODO,noun,ಉ,yes
ಪುಟ್ಟಪ್ಪನವರು,TODO,noun,ಉ,yes
ಘೋಷಿಸಿದೆ,TODO,noun,ಎ,yes
ಬರುವುದು,TODO,noun,ಉ,yes
ದೇವತೆಗೆ,TODO,noun,ಎ,yes
೩೪೮೯ಅಡಿ,TODO,noun,ಇ,yes
